Jogador,Time,#,Nação,Pos.,Idade,Min.,Gols,Assis.,PB,PT,TC,CaG,CrtsA,CrtV,Contatos,Div,Crts,Bloqueios,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Conduções,PrgC,Tent,Suc,Data
Patrick Cutrone,Como,10,ITA,FW,26-255,77,1,0,0,0,3,1,0,0,22,0,0,1,0.3,0.3,0.0,2,0,10,15,"66,7",1,13,4,1,0,2024-09-14
Andrea Belotti,Como,11,ITA,FW,30-269,13,0,0,0,0,2,0,0,0,11,0,0,0,0.4,0.4,0.0,1,0,5,8,"62,5",2,4,0,0,0,2024-09-14
Alieu Fadera,Como,16,GAM,LW,22-316,77,0,0,0,0,1,0,0,0,32,4,0,2,0.0,0.0,0.0,2,0,15,22,"68,2",1,22,5,2,1,2024-09-14
Lucas Da Cunha,Como,33,FRA,LW,23-097,13,0,0,0,0,0,0,0,0,13,2,0,1,0.0,0.0,0.1,2,0,8,10,"80,0",0,5,2,0,0,2024-09-14
Gabriel Strefezza,Como,7,BRA,RW,27-149,87,0,1,0,0,1,0,0,0,33,1,1,1,0.1,0.1,0.3,5,1,17,24,"70,8",7,22,3,4,2,2024-09-14
Matthias Braunöder,Como,27,AUT,RW,22-171,3,0,0,0,0,0,0,0,0,5,2,0,0,0.0,0.0,0.0,0,0,1,2,"50,0",0,2,0,2,1,2024-09-14
Nicolás Paz,Como,79,ARG,AM,20-006,90,0,0,0,0,3,0,0,0,45,2,1,4,0.1,0.1,0.4,8,1,24,28,"85,7",5,26,5,6,3,2024-09-14
Sergi Roberto,Como,20,ESP,DM,32-220,87,0,0,0,0,0,0,0,0,40,1,1,0,0.0,0.0,0.1,1,0,29,32,"90,6",2,14,0,1,0,2024-09-14
Luca Mazzitelli,Como,36,ITA,DM,28-304,3,0,0,0,0,0,0,0,0,10,1,1,1,0.0,0.0,0.0,1,0,3,5,"60,0",0,4,0,2,1,2024-09-14
Máximo Perrone,Como,23,ARG,DM,21-251,90,0,0,0,0,0,0,0,0,49,4,1,2,0.0,0.0,0.0,1,0,35,41,"85,4",1,15,0,0,0,2024-09-14
Alberto Moreno,Como,18,ESP,LB,32-071,90,0,0,0,0,1,1,1,0,47,1,0,1,0.1,0.1,0.0,1,0,32,40,"80,0",3,14,0,0,0,2024-09-14
Marc-Oliver Kempf,Como,2,GER,CB,29-230,90,0,0,0,0,0,0,0,0,66,1,1,1,0.0,0.0,0.1,1,0,47,57,"82,5",1,24,0,0,0,2024-09-14
Alberto Dossena,Como,13,ITA,CB,25-337,66,0,0,0,0,3,2,0,0,41,1,0,0,0.1,0.1,0.0,1,0,28,34,"82,4",1,25,0,1,1,2024-09-14
Edoardo Goldaniga,Como,5,ITA,CB,30-317,24,0,0,0,0,0,0,0,0,17,2,2,1,0.0,0.0,0.0,0,0,12,14,"85,7",1,7,0,0,0,2024-09-14
Alessio Iovine,Como,6,ITA,RB,33-226,90,0,0,0,0,0,0,1,0,45,1,0,1,0.0,0.0,0.0,1,0,30,38,"78,9",1,14,0,0,0,2024-09-14
Emil Audero,Como,1,ITA,GK,27-240,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,30,40,"75,0",0,31,0,0,0,2024-09-14
Thijs Dallinga,Bologna,24,NED,FW,24-042,62,0,0,0,0,1,0,0,0,19,1,0,0,0.1,0.1,0.0,0,0,10,13,"76,9",0,11,0,0,0,2024-09-14
Santiago Castro,Bologna,9,ARG,FW,19-351,28,1,1,0,0,1,1,0,0,9,0,0,0,0.3,0.3,0.0,4,2,6,6,"100,0",1,7,0,2,1,2024-09-14
Jens Odgaard,Bologna,21,DEN,LM,25-167,79,0,0,0,0,4,1,0,0,41,0,0,0,0.2,0.2,0.0,3,1,22,28,"78,6",0,23,2,4,2,2024-09-14
Dan Ndoye,Bologna,11,SUI,LM,23-325,11,0,0,0,0,0,0,0,0,15,0,0,1,0.0,0.0,0.0,0,0,6,10,"60,0",1,6,1,4,2,2024-09-14
Tommaso Pobega,Bologna,18,ITA,CM,25-061,90,0,0,0,0,2,0,1,0,45,5,0,3,0.1,0.1,0.0,2,0,30,33,"90,9",4,13,1,0,0,2024-09-14
Michel Aebischer,Bologna,20,SUI,CM,27-252,45,0,0,0,0,0,0,0,0,21,1,0,1,0.0,0.0,0.1,1,0,12,15,"80,0",2,12,1,0,0,2024-09-14
Giovanni Fabbian,Bologna,80,ITA,CM,21-244,45,0,0,0,0,2,1,0,0,9,0,0,0,0.2,0.2,0.0,0,0,4,5,"80,0",0,5,0,0,0,2024-09-14
Riccardo Orsolini,Bologna,7,ITA,RM,27-234,62,0,0,0,0,2,0,0,0,26,0,1,0,0.2,0.2,0.0,1,0,10,18,"55,6",3,14,0,3,2,2024-09-14
Samuel Iling-Junior,Bologna,14,ENG,RM,20-346,28,1,0,0,0,1,1,0,0,30,0,1,0,0.0,0.0,0.1,1,0,16,23,"69,6",2,17,0,5,2,2024-09-14
Remo Freuler,Bologna,8,SUI,DM,32-152,90,0,0,0,0,0,0,0,0,66,3,1,1,0.0,0.0,0.1,3,0,55,58,"94,8",6,28,3,1,1,2024-09-14
Juan Miranda,Bologna,33,ESP,LB,24-239,90,0,0,0,0,1,0,0,0,64,4,0,0,0.0,0.0,0.1,3,0,48,59,"81,4",7,28,1,0,0,2024-09-14
Nicolò Casale,Bologna,15,ITA,CB,26-213,79,0,0,0,0,0,0,0,0,71,0,1,2,0.0,0.0,0.0,0,0,56,65,"86,2",1,41,0,0,0,2024-09-14
Jhon Lucumí,Bologna,26,COL,CB,26-080,11,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,23,25,"92,0",4,20,0,0,0,2024-09-14
Sam Beukema,Bologna,31,NED,CB,25-302,90,0,0,0,0,0,0,0,0,78,2,1,1,0.0,0.0,0.0,0,0,62,71,"87,3",12,49,1,0,0,2024-09-14
Stefan Posch,Bologna,3,AUT,RB,27-123,90,0,0,0,0,0,0,0,0,64,5,0,1,0.0,0.0,0.2,3,0,35,54,"64,8",4,29,0,2,0,2024-09-14
Łukasz Skorupski,Bologna,1,POL,GK,33-132,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,34,38,"89,5",0,26,0,0,0,2024-09-14
Lorenzo Colombo,Empoli,29,ITA,FW,22-190,62,0,0,0,0,1,0,0,0,25,1,0,0,0.0,0.0,0.0,2,0,9,14,"64,3",0,15,2,6,2,2024-09-14
Pietro Pellegri,Empoli,9,ITA,FW,23-181,28,0,0,0,0,0,0,1,0,9,1,0,0,0.0,0.0,0.3,2,0,6,7,"85,7",3,7,1,0,0,2024-09-14
Youssef Maleh,Empoli,93,MAR,AM,26-023,90,0,0,0,0,2,1,0,0,39,3,1,1,0.1,0.1,0.1,0,0,17,26,"65,4",2,10,0,2,0,2024-09-14
Sebastiano Esposito,Empoli,99,ITA,AM,22-074,76,0,0,0,0,2,1,0,0,28,1,0,1,0.0,0.0,0.0,1,0,17,19,"89,5",3,10,1,0,0,2024-09-14
Emmanuel Ekong,Empoli,19,SWE,AM,22-081,14,0,0,0,0,0,0,0,0,6,0,1,0,0.0,0.0,0.0,1,0,4,5,"80,0",2,4,3,0,0,2024-09-14
Alberto Grassi,Empoli,5,ITA,CM,29-191,76,0,0,0,0,1,1,0,0,37,2,1,2,0.2,0.2,0.0,1,0,23,29,"79,3",1,14,0,0,0,2024-09-14
Faustino Anjorin,Empoli,8,ENG,CM,22-296,14,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,5,8,"62,5",0,2,1,0,0,2024-09-14
Liam Henderson,Empoli,6,SCO,CM,28-142,89,0,0,0,0,0,0,0,0,39,2,1,0,0.0,0.0,0.0,3,0,28,33,"84,8",4,13,0,0,0,2024-09-14
Nicolas Haas,Empoli,32,SUI,CM,28-235,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,1,"100,0",0,1,0,0,0,2024-09-14
Giuseppe Pezzella,Empoli,3,ITA,WB,26-290,90,0,0,0,0,0,0,0,0,42,3,0,0,0.0,0.0,0.0,0,0,17,32,"53,1",0,17,1,3,0,2024-09-14
Emmanuel Gyasi,Empoli,11,GHA,WB,30-247,90,0,0,0,0,1,0,0,0,50,3,0,1,0.1,0.1,0.0,3,0,31,39,"79,5",0,22,0,2,1,2024-09-14
Mattia Viti,Empoli,21,ITA,CB,22-234,90,0,0,0,0,1,0,0,0,57,4,0,1,0.1,0.1,0.0,1,0,37,42,"88,1",3,19,0,0,0,2024-09-14
Ardian Ismajli,Empoli,34,ALB,CB,27-350,90,0,0,0,0,0,0,0,0,54,1,1,4,0.0,0.0,0.0,0,0,35,39,"89,7",1,21,0,0,0,2024-09-14
Saba Goglichidze,Empoli,2,GEO,CB,20-081,90,0,0,0,0,0,0,0,0,51,3,0,1,0.0,0.0,0.0,0,0,40,47,"85,1",1,30,1,0,0,2024-09-14
Devis Vásquez,Empoli,23,COL,GK,26-125,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,15,29,"51,7",0,21,0,0,0,2024-09-14
Dušan Vlahović,Juventus,9,SRB,FW,24-230,90,0,0,0,0,4,1,0,0,28,0,0,0,0.4,0.4,0.0,1,0,12,20,"60,0",1,14,0,2,0,2024-09-14
Kenan Yıldız,Juventus,10,TUR,LW,19-133,65,0,0,0,0,1,0,0,0,29,1,0,0,0.0,0.0,0.1,2,0,17,23,"73,9",2,14,4,4,2,2024-09-14
Samuel Mbangula,Juventus,51,BEL,LW,20-242,25,0,0,0,0,0,0,0,0,17,0,0,2,0.0,0.0,0.0,0,0,8,10,"80,0",0,8,0,2,0,2024-09-14
Nicolás González,Juventus,11,ARG,RW,26-161,66,0,0,0,0,1,0,0,0,38,0,0,2,0.1,0.1,0.1,2,0,23,28,"82,1",2,21,1,3,0,2024-09-14
Timothy Weah,Juventus,22,USA,RW,24-205,24,0,0,0,0,0,0,0,0,21,2,1,1,0.0,0.0,0.0,0,0,13,15,"86,7",1,11,2,2,1,2024-09-14
Teun Koopmeiners,Juventus,8,NED,AM,26-199,90,0,0,0,0,3,1,0,0,71,2,0,0,0.2,0.2,0.2,4,0,55,61,"90,2",6,25,0,2,0,2024-09-14
Douglas Luiz,Juventus,26,BRA,DM,26-128,66,0,0,0,0,0,0,0,0,44,1,0,0,0.0,0.0,0.2,3,0,34,41,"82,9",2,12,3,1,1,2024-09-14
Nicolò Fagioli,Juventus,21,ITA,DM,23-215,24,0,0,0,0,2,0,0,0,30,0,0,0,0.1,0.1,0.1,3,0,22,26,"84,6",1,20,3,1,0,2024-09-14
Manuel Locatelli,Juventus,5,ITA,DM,26-250,65,0,0,0,0,0,0,0,0,83,2,0,3,0.0,0.0,0.0,2,0,69,75,"92,0",9,36,0,0,0,2024-09-14
Khéphren Thuram,Juventus,19,FRA,DM,23-172,25,0,0,0,0,0,0,1,0,31,0,0,0,0.0,0.0,0.0,0,0,27,30,"90,0",1,21,0,0,0,2024-09-14
Andrea Cambiaso,Juventus,27,ITA,LB,24-207,90,0,0,0,0,1,0,0,0,83,0,1,0,0.0,0.0,0.1,4,0,73,74,"98,6",7,41,2,3,1,2024-09-14
Gleison Bremer,Juventus,3,BRA,CB,27-180,90,0,0,0,0,2,0,1,0,97,3,0,0,0.1,0.1,0.0,2,0,79,87,"90,8",4,42,1,3,3,2024-09-14
Federico Gatti,Juventus,4,ITA,CB,26-082,90,0,0,0,0,1,1,0,0,92,4,1,2,0.1,0.1,0.0,1,0,73,76,"96,1",1,43,0,1,1,2024-09-14
Pierre Kalulu,Juventus,15,FRA,RB,24-101,90,0,0,0,0,0,0,0,0,97,1,1,1,0.0,0.0,0.1,3,0,88,94,"93,6",5,47,1,1,0,2024-09-14
Mattia Perin,Juventus,1,ITA,GK,31-309,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,31,40,"77,5",0,21,0,0,0,2024-09-14
Tammy Abraham,Milan,90,ENG,FW,26-348,73,1,0,1,1,0,0,0,0,18,2,1,1,0.8,0.0,0.0,1,1,7,11,"63,6",1,5,0,1,0,2024-09-14
Yunus Musah,Milan,80,USA,DM,21-290,17,0,0,0,0,0,0,0,0,26,1,0,0,0.0,0.0,0.0,0,0,24,25,"96,0",2,21,0,0,0,2024-09-14
Rafael Leão,Milan,10,POR,LW,25-096,63,0,1,0,0,1,1,0,0,29,0,0,0,0.2,0.2,0.1,3,2,21,25,"84,0",1,19,4,3,1,2024-09-14
Álvaro Morata,Milan,7,ESP,"FW,AM",31-327,27,0,0,0,0,0,0,0,0,9,0,0,2,0.0,0.0,0.0,1,0,3,4,"75,0",0,5,0,0,0,2024-09-14
Christian Pulisic,Milan,11,USA,"RW,RM",25-362,78,1,1,1,1,1,1,0,0,53,3,0,0,0.8,0.0,0.2,4,1,30,42,"71,4",4,28,2,2,1,2024-09-14
Samuel Chukwueze,Milan,21,NGA,RW,25-115,12,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,13,15,"86,7",0,10,0,0,0,2024-09-14
Ruben Loftus-Cheek,Milan,8,ENG,"LM,AM",28-235,90,0,0,0,0,2,0,0,0,63,4,0,0,0.1,0.1,0.2,5,1,45,50,"90,0",4,36,2,2,2,2024-09-14
Youssouf Fofana,Milan,29,FRA,"CM,DM",25-248,78,1,0,0,0,1,1,0,0,42,0,1,0,0.1,0.1,0.0,0,0,36,40,"90,0",5,28,0,2,1,2024-09-14
Kevin Zeroli,Milan,18,ITA,DM,19-247,12,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,9,9,"100,0",2,7,1,0,0,2024-09-14
Tijjani Reijnders,Milan,14,NED,RM,26-047,62,0,0,0,0,2,1,0,0,25,0,0,0,0.1,0.1,0.0,2,2,19,21,"90,5",6,14,4,1,0,2024-09-14
Noah Okafor,Milan,17,SUI,"LW,FW",24-113,28,0,0,0,0,1,1,0,0,18,1,0,0,0.0,0.0,0.0,0,0,12,15,"80,0",0,12,4,0,0,2024-09-14
Theo Hernández,Milan,19,FRA,LB,26-344,90,1,0,0,0,1,1,0,0,101,0,2,1,0.1,0.1,0.0,2,1,83,88,"94,3",7,64,2,1,0,2024-09-14
Strahinja Pavlović,Milan,31,SRB,CB,23-113,90,0,0,0,0,0,0,0,0,88,2,0,0,0.0,0.0,0.0,1,0,75,79,"94,9",2,60,0,0,0,2024-09-14
Matteo Gabbia,Milan,46,ITA,CB,24-329,90,0,0,0,0,1,0,1,0,71,0,0,1,0.0,0.0,0.0,0,0,59,65,"90,8",1,47,0,0,0,2024-09-14
Emerson,Milan,22,BRA,RB,25-244,90,0,0,0,0,0,0,0,0,89,2,2,0,0.0,0.0,0.1,2,0,71,77,"92,2",5,57,3,2,0,2024-09-14
Mike Maignan,Milan,16,FRA,GK,29-073,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,36,37,"97,3",0,26,0,0,0,2024-09-14
Joel Pohjanpalo,Venezia,20,FIN,FW,30-001,78,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,9,12,"75,0",0,5,0,0,0,2024-09-14
Antonio Raimondo,Venezia,45,ITA,FW,20-180,12,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,"100,0",0,1,0,0,0,2024-09-14
Gianluca Busio,Venezia,6,USA,LM,22-109,78,0,0,0,0,0,0,0,0,39,1,0,3,0.0,0.0,0.0,1,0,26,31,"83,9",2,27,3,3,1,2024-09-14
Magnus Kofod Andersen,Venezia,38,DEN,LM,25-127,12,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,4,5,"80,0",0,4,0,0,0,2024-09-14
Hans Nicolussi Caviglia,Venezia,14,ITA,CM,24-088,72,0,0,0,0,1,0,2,1,33,1,0,1,0.0,0.0,0.1,2,0,22,26,"84,6",3,22,1,1,1,2024-09-14
Alfred Duncan,Venezia,32,GHA,CM,31-188,63,0,0,0,0,1,0,0,0,32,1,1,0,0.0,0.0,0.0,0,0,17,26,"65,4",2,17,0,0,0,2024-09-14
Issa Doumbia,Venezia,97,CIV,CM,20-334,27,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,9,10,"90,0",2,9,1,0,0,2024-09-14
Gaetano Oristanio,Venezia,11,ITA,RM,21-352,63,0,0,0,0,3,1,0,0,20,1,0,0,0.2,0.2,0.0,2,0,8,12,"66,7",2,14,0,3,3,2024-09-14
John Yeboah,Venezia,10,ECU,RM,24-083,27,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,4,4,"100,0",0,6,1,2,0,2024-09-14
Francesco Zampano,Venezia,7,ITA,LB,30-350,88,0,0,0,0,0,0,0,0,47,1,1,0,0.0,0.0,0.0,1,0,38,41,"92,7",5,30,6,2,1,2024-09-14
Franco Carboni,Venezia,79,ITA,LB,21-163,2,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,2,"100,0",0,3,0,1,1,2024-09-14
Jay Idzes,Venezia,4,IDN,CB,24-104,90,0,0,0,0,0,0,0,0,70,1,0,1,0.0,0.0,0.0,1,0,51,61,"83,6",2,41,0,0,0,2024-09-14
Michael Svoboda,Venezia,30,AUT,CB,25-335,90,0,0,0,0,0,0,0,0,56,1,2,1,0.0,0.0,0.0,1,0,42,49,"85,7",1,39,0,0,0,2024-09-14
Joël Schingtienne,Venezia,25,BEL,CB,22-033,90,0,0,0,0,0,0,1,0,38,4,1,1,0.0,0.0,0.0,0,0,28,29,"96,6",0,22,0,0,0,2024-09-14
Antonio Candela,Venezia,27,ITA,RB,24-140,90,0,0,0,0,1,0,0,0,30,3,0,0,0.0,0.0,0.0,2,0,17,24,"70,8",1,21,0,2,1,2024-09-14
Jesse Joronen,Venezia,1,FIN,GK,31-177,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,31,42,"73,8",0,31,0,0,0,2024-09-14
Caleb Ekuban,Genoa,18,GHA,"FW,RW",30-176,79,0,0,0,0,5,1,0,0,21,0,0,1,0.2,0.2,0.0,0,0,9,10,"90,0",1,13,1,2,1,2024-09-15
Jeff Ekhator,Genoa,21,ITA,RW,17-309,11,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,1,0,2,3,"66,7",0,2,0,0,0,2024-09-15
Andrea Pinamonti,Genoa,19,ITA,FW,25-119,90,0,0,0,0,2,0,0,0,13,1,0,0,0.1,0.1,0.0,0,0,6,7,"85,7",1,7,0,0,0,2024-09-15
Morten Frendrup,Genoa,32,DEN,"RM,CM",23-161,90,0,0,0,0,0,0,0,0,50,6,2,3,0.0,0.0,0.0,2,0,34,38,"89,5",6,28,1,2,2,2024-09-15
Milan Badelj,Genoa,47,CRO,CM,35-203,79,0,0,0,0,1,0,0,0,46,1,1,1,0.1,0.1,0.0,3,0,29,38,"76,3",5,25,2,0,0,2024-09-15
Emil Bohinen,Genoa,8,NOR,CM,25-187,11,0,0,0,0,0,0,0,0,19,0,0,1,0.0,0.0,0.0,2,0,10,14,"71,4",0,8,1,0,0,2024-09-15
Morten Thorsby,Genoa,2,NOR,CM,28-133,45,0,0,0,0,0,0,0,0,13,2,1,0,0.0,0.0,0.2,1,0,2,6,"33,3",0,3,0,0,0,2024-09-15
Ruslan Malinovskyi,Genoa,17,UKR,LM,31-134,45,0,0,0,0,2,2,0,0,43,3,0,0,0.1,0.1,0.1,6,0,36,37,"97,3",8,30,0,0,0,2024-09-15
Aarón Martín,Genoa,3,ESP,"LB,WB",27-146,90,0,0,0,0,1,1,0,0,67,5,1,0,0.0,0.0,0.3,9,1,38,56,"67,9",6,37,6,0,0,2024-09-15
